record_id,year,central_ministry,central_scheme,state,district,city,state_scheme,project_type,vendor_name,central_allocated_funds,state_received_funds,district_received_funds,project_budget,spent_amount,fund_utilization_rate,project_status,project_start_date,expected_completion,actual_completion,citizen_complaints,citizen_rating,completion_verified
1344,2023,Ministry of Education,PM Awas Yojana,Gujarat,Vadodara,Alkapuri,Urban Housing Scheme,Bridge Development,Vendor_1015,376820543,203473428,130693664,129148858,88772253,0.687,Delayed,03-02-2024,12-05-2024,23-07-2024,225,4.81,Yes
1345,2024,Ministry of Infrastructure,PM Awas Yojana,Uttar Pradesh,Lucknow,Gomti Nagar,State Road Development,Road Construction,Vendor_1085,172493233,103640765,56166269,64168326,54487875,0.849,Ongoing,03-10-2024,20-02-2025,14-02-2025,250,4.39,No
1346,2023,Ministry of Health,PM Awas Yojana,Karnataka,Mysore,VV Mohalla,Urban Transport Improvement,Bridge Development,Vendor_1018,285542037,89359742,46535665,32721779,28034843,0.857,Completed,08-07-2024,12-12-2024,08-03-2025,81,4.24,No
1347,2023,Ministry of Rural Development,Jal Jeevan Mission,Gujarat,Vadodara,Alkapuri,State Road Development,Road Construction,Vendor_1084,277166386,191268358,69645841,40461014,33928238,0.839,Completed,01-04-2023,17-09-2023,05-10-2023,94,1.16,No
1348,2025,Ministry of Health,Jal Jeevan Mission,Gujarat,Ahmedabad,Navrangpura,Smart City Initiative,Water Pipeline,Vendor_1042,255984783,126006405,87414537,57344496,57840728,1.009,Completed,02-02-2023,06-07-2023,16-06-2023,51,1.65,Yes
1349,2023,Ministry of Education,Digital India,Uttar Pradesh,Varanasi,Sigra,Smart City Initiative,Hospital Upgrade,Vendor_1094,275549978,164986325,103937132,106912846,104552140,0.978,Ongoing,05-12-2023,20-04-2024,07-08-2024,218,3.13,Yes
1350,2023,Ministry of Health,PM Awas Yojana,Tamil Nadu,Coimbatore,RS Puram,State Road Development,Hospital Upgrade,Vendor_1052,248712742,148954680,65210946,76662900,79089681,1.032,Ongoing,29-08-2024,05-02-2025,07-03-2025,57,3.35,No
1351,2024,Ministry of Infrastructure,PM Awas Yojana,Tamil Nadu,Coimbatore,RS Puram,State Road Development,Road Construction,Vendor_1085,246845218,158199274,89201173,83085411,50472245,0.607,Completed,16-11-2023,10-02-2024,18-02-2024,91,4.54,No
1352,2024,Ministry of Education,PM Gram Sadak Yojana,Uttar Pradesh,Lucknow,Gomti Nagar,State Road Development,School Building,Vendor_1036,150754371,95559762,52233388,38370990,15398775,0.401,Completed,29-06-2023,04-10-2023,06-12-2023,222,2.26,Yes
1353,2023,Ministry of Infrastructure,Jal Jeevan Mission,Karnataka,Mysore,VV Mohalla,Urban Transport Improvement,Bridge Development,Vendor_1087,124492185,69668734,32046757,18155315,20647142,1.137,Delayed,19-11-2024,27-01-2025,06-05-2025,195,4.98,Yes
1354,2023,Ministry of Education,Jal Jeevan Mission,Maharashtra,Mumbai,Bandra,Urban Housing Scheme,Road Construction,Vendor_1025,87363022,33851755,15745401,6698738,1846317,0.276,Completed,25-03-2023,07-09-2023,08-11-2023,295,3.86,No
1355,2025,Ministry of Health,Jal Jeevan Mission,Karnataka,Bangalore,Indiranagar,State Road Development,Hospital Upgrade,Vendor_1021,109661778,60633704,41784581,30427350,34601423,1.137,Ongoing,19-02-2023,06-06-2023,03-08-2023,271,3.88,No
1356,2025,Ministry of Rural Development,Ayushman Bharat,Uttar Pradesh,Kanpur,Kalyanpur,Urban Transport Improvement,Bridge Development,Vendor_1061,107049602,35206357,21075759,9835443,6897423,0.701,Ongoing,09-06-2023,10-11-2023,06-03-2024,130,4.5,No
1357,2023,Ministry of Rural Development,PM Awas Yojana,Gujarat,Surat,Adajan,Urban Transport Improvement,Road Construction,Vendor_1082,74270872,37383603,22478760,10926896,11131181,1.019,Delayed,13-12-2023,29-05-2024,09-05-2024,190,4.12,No
1358,2023,Ministry of Education,PM Gram Sadak Yojana,Uttar Pradesh,Varanasi,Sigra,Smart City Initiative,School Building,Vendor_1091,97843258,57710992,25784017,19560531,21524061,1.1,Delayed,22-11-2023,22-02-2024,15-04-2024,154,2.96,No
1359,2025,Ministry of Infrastructure,Jal Jeevan Mission,Uttar Pradesh,Kanpur,Kalyanpur,Urban Transport Improvement,Water Pipeline,Vendor_1046,378406337,138064327,89970512,95216409,66047791,0.694,Ongoing,21-09-2024,23-12-2024,08-04-2025,171,1.37,No
1360,2023,Ministry of Education,PM Awas Yojana,Maharashtra,Nashik,Panchavati,Smart City Initiative,School Building,Vendor_1097,364825427,166904103,114500805,117894656,145769234,1.236,Ongoing,26-01-2023,30-06-2023,21-06-2023,222,2.21,No
1361,2023,Ministry of Education,Jal Jeevan Mission,Karnataka,Bangalore,Whitefield,Smart City Initiative,Road Construction,Vendor_1010,322325838,115234467,71264789,55852693,71241747,1.276,Ongoing,17-04-2024,05-08-2024,12-08-2024,124,4.5,No
1362,2025,Ministry of Rural Development,Ayushman Bharat,Maharashtra,Pune,Shivajinagar,Smart City Initiative,Bridge Development,Vendor_1012,130796896,69854154,55021706,45670813,31161630,0.682,Completed,06-02-2023,18-04-2023,21-04-2023,51,3.56,Yes
1363,2023,Ministry of Health,PM Gram Sadak Yojana,Maharashtra,Mumbai,Andheri,State Road Development,Bridge Development,Vendor_1093,100863615,42356427,22810585,22458413,14725268,0.656,Delayed,13-01-2023,20-05-2023,06-08-2023,99,4.89,Yes
1364,2025,Ministry of Infrastructure,Ayushman Bharat,Uttar Pradesh,Varanasi,Sigra,Smart City Initiative,Road Construction,Vendor_1027,285317585,198981492,75003351,69909323,44198014,0.632,Delayed,08-05-2024,17-07-2024,06-08-2024,131,4.42,Yes
1365,2024,Ministry of Health,Jal Jeevan Mission,Karnataka,Hubli,Keshwapur,Urban Housing Scheme,Bridge Development,Vendor_1062,202081061,128566805,68972230,53973496,36448703,0.675,Completed,06-03-2023,10-06-2023,20-09-2023,45,3.74,Yes
1366,2023,Ministry of Health,PM Gram Sadak Yojana,Gujarat,Vadodara,Alkapuri,Smart City Initiative,Hospital Upgrade,Vendor_1039,175858463,113108411,40696776,33025459,29107272,0.881,Completed,26-07-2024,08-10-2024,09-11-2024,18,2.7,No
1367,2025,Ministry of Education,PM Gram Sadak Yojana,Maharashtra,Mumbai,Borivali,Smart City Initiative,Hospital Upgrade,Vendor_1094,263973062,123432913,89488812,84496947,86647688,1.025,Completed,16-06-2024,22-11-2024,12-11-2024,42,3.76,No
1368,2024,Ministry of Health,Digital India,Gujarat,Ahmedabad,Navrangpura,State Road Development,Hospital Upgrade,Vendor_1050,170601289,119311010,42275680,24728173,12264946,0.496,Ongoing,17-05-2024,19-09-2024,23-09-2024,211,4.46,Yes
1369,2024,Ministry of Rural Development,Ayushman Bharat,Gujarat,Surat,Adajan,Urban Transport Improvement,Bridge Development,Vendor_1098,100572610,70378195,42543689,30413434,30882223,1.015,Ongoing,30-03-2024,02-06-2024,16-06-2024,48,2.74,No
1370,2025,Ministry of Rural Development,PM Awas Yojana,Maharashtra,Pune,Shivajinagar,Urban Transport Improvement,School Building,Vendor_1063,245723413,73878389,42290132,20543976,12436203,0.605,Delayed,26-03-2023,04-07-2023,20-07-2023,150,4.63,Yes
1371,2025,Ministry of Health,Ayushman Bharat,Maharashtra,Mumbai,Bandra,Urban Housing Scheme,Road Construction,Vendor_1023,142648222,60536962,33613970,34955082,42892061,1.227,Ongoing,30-06-2024,19-11-2024,22-12-2024,146,2.47,Yes
1372,2025,Ministry of Health,Jal Jeevan Mission,Maharashtra,Pune,Hinjewadi,State Road Development,Hospital Upgrade,Vendor_1018,267258777,119467981,48338053,22832255,7209390,0.316,Ongoing,15-11-2023,23-04-2024,12-04-2024,107,1.49,Yes
1373,2024,Ministry of Health,PM Gram Sadak Yojana,Gujarat,Surat,Adajan,Smart City Initiative,School Building,Vendor_1051,379108493,140998067,77742726,89345105,42935005,0.481,Completed,29-09-2024,11-02-2025,29-05-2025,69,3.24,No
1374,2025,Ministry of Education,Digital India,Uttar Pradesh,Lucknow,Gomti Nagar,Urban Transport Improvement,Water Pipeline,Vendor_1075,80887615,42768698,14345663,6561558,1500573,0.229,Completed,18-08-2023,16-12-2023,21-02-2024,52,2.01,Yes
1375,2024,Ministry of Education,Ayushman Bharat,Karnataka,Mysore,VV Mohalla,Urban Housing Scheme,Road Construction,Vendor_1041,98484819,32428954,17667931,12901647,14652786,1.136,Delayed,12-07-2024,26-11-2024,17-11-2024,158,1.85,No
1376,2024,Ministry of Health,PM Awas Yojana,Maharashtra,Pune,Shivajinagar,Urban Transport Improvement,School Building,Vendor_1065,183169277,87433945,64820651,46454437,47718369,1.027,Completed,29-01-2023,29-04-2023,19-05-2023,146,2.88,No
1377,2025,Ministry of Health,PM Awas Yojana,Maharashtra,Mumbai,Borivali,Urban Housing Scheme,Hospital Upgrade,Vendor_1020,397281494,274874998,168500491,95955680,85001268,0.886,Delayed,12-09-2024,28-02-2025,07-03-2025,228,1.37,No
1378,2024,Ministry of Health,Ayushman Bharat,Tamil Nadu,Madurai,Anna Nagar,State Road Development,School Building,Vendor_1093,138720520,49782349,34260308,14963014,6869075,0.459,Completed,31-03-2023,22-07-2023,25-06-2023,86,2.26,Yes
1379,2024,Ministry of Rural Development,PM Awas Yojana,Karnataka,Mysore,VV Mohalla,Urban Housing Scheme,Bridge Development,Vendor_1064,195713413,73117060,26756207,27077946,21201495,0.783,Delayed,11-09-2024,12-12-2024,16-03-2025,205,4.41,No
1380,2023,Ministry of Infrastructure,PM Awas Yojana,Karnataka,Bangalore,Whitefield,Urban Transport Improvement,Water Pipeline,Vendor_1063,212595098,136770017,60009845,63414662,12736665,0.201,Ongoing,14-08-2023,10-11-2023,24-12-2023,80,4.41,No
1381,2024,Ministry of Infrastructure,Ayushman Bharat,Gujarat,Vadodara,Alkapuri,Smart City Initiative,Water Pipeline,Vendor_1003,198812489,78033547,61213527,45449523,45038575,0.991,Ongoing,23-12-2023,13-04-2024,26-04-2024,58,3.73,Yes
1382,2023,Ministry of Rural Development,PM Gram Sadak Yojana,Uttar Pradesh,Varanasi,Sigra,Smart City Initiative,Water Pipeline,Vendor_1037,108167351,35709578,16069715,16996069,11250454,0.662,Completed,01-11-2024,06-03-2025,04-07-2025,269,2.29,No
1383,2024,Ministry of Infrastructure,PM Awas Yojana,Tamil Nadu,Coimbatore,RS Puram,Urban Housing Scheme,Bridge Development,Vendor_1064,161490110,57189114,30743640,26968453,11268926,0.418,Ongoing,14-04-2023,06-09-2023,14-09-2023,129,1.37,Yes
1384,2025,Ministry of Education,PM Awas Yojana,Uttar Pradesh,Varanasi,Sigra,Urban Transport Improvement,Water Pipeline,Vendor_1022,180319004,80676508,36039685,42051715,9296900,0.221,Delayed,27-06-2024,07-12-2024,16-02-2025,106,2.59,No
1385,2025,Ministry of Infrastructure,PM Awas Yojana,Maharashtra,Nashik,Panchavati,Smart City Initiative,School Building,Vendor_1006,295719954,139871677,99176225,110588648,105483435,0.954,Delayed,08-12-2023,27-02-2024,02-05-2024,105,2.33,Yes
1386,2025,Ministry of Rural Development,PM Gram Sadak Yojana,Karnataka,Mysore,VV Mohalla,State Road Development,Bridge Development,Vendor_1093,95265186,55968135,19283032,15979229,18161580,1.137,Delayed,24-01-2023,01-05-2023,20-06-2023,41,3.38,Yes
1387,2024,Ministry of Education,Jal Jeevan Mission,Tamil Nadu,Coimbatore,RS Puram,State Road Development,Road Construction,Vendor_1061,184216007,93472974,31599781,36442927,38442379,1.055,Delayed,08-03-2023,06-08-2023,29-08-2023,175,2.62,Yes
1388,2024,Ministry of Health,Digital India,Gujarat,Surat,Adajan,Urban Housing Scheme,Bridge Development,Vendor_1019,56402235,32831678,22331014,13942396,11411938,0.819,Ongoing,22-07-2023,03-01-2024,23-12-2023,205,1.61,Yes
1389,2025,Ministry of Education,Digital India,Uttar Pradesh,Kanpur,Kalyanpur,Urban Transport Improvement,Bridge Development,Vendor_1089,366583403,170039082,86408040,66163584,62384598,0.943,Ongoing,07-01-2023,25-05-2023,20-05-2023,162,3.86,No
1390,2024,Ministry of Rural Development,PM Gram Sadak Yojana,Tamil Nadu,Coimbatore,RS Puram,Smart City Initiative,Water Pipeline,Vendor_1061,251594178,93677157,50932156,38115952,16886733,0.443,Delayed,22-10-2023,01-03-2024,16-02-2024,296,3.89,No
1391,2023,Ministry of Rural Development,Ayushman Bharat,Tamil Nadu,Coimbatore,RS Puram,Urban Transport Improvement,Bridge Development,Vendor_1037,228250302,121886308,59012534,51345453,55207666,1.075,Delayed,08-03-2023,07-08-2023,10-08-2023,192,1.16,Yes
1392,2025,Ministry of Rural Development,Ayushman Bharat,Uttar Pradesh,Varanasi,Sigra,Urban Transport Improvement,Hospital Upgrade,Vendor_1077,147479252,59160697,40640309,20056100,8416535,0.42,Delayed,04-01-2023,13-04-2023,13-05-2023,159,4.69,No
1393,2024,Ministry of Health,Ayushman Bharat,Karnataka,Hubli,Keshwapur,Smart City Initiative,School Building,Vendor_1059,187136236,116430522,53147791,32358855,35189438,1.087,Ongoing,30-12-2023,14-03-2024,22-06-2024,299,2.42,No
1394,2025,Ministry of Health,Digital India,Tamil Nadu,Madurai,Anna Nagar,Urban Transport Improvement,Road Construction,Vendor_1009,191577835,120799592,73073431,77371844,28049660,0.363,Delayed,09-04-2024,15-07-2024,10-10-2024,79,3.6,No
1395,2024,Ministry of Health,Ayushman Bharat,Uttar Pradesh,Lucknow,Gomti Nagar,State Road Development,Road Construction,Vendor_1069,100958091,69524240,29844068,25468277,12007970,0.471,Ongoing,28-03-2023,20-06-2023,04-10-2023,147,2.31,Yes
1396,2024,Ministry of Education,Digital India,Tamil Nadu,Chennai,T Nagar,Smart City Initiative,Water Pipeline,Vendor_1018,271789292,162927300,109141324,113385616,99604807,0.878,Ongoing,27-04-2023,01-07-2023,25-08-2023,25,2.75,No
1397,2025,Ministry of Health,PM Gram Sadak Yojana,Karnataka,Hubli,Keshwapur,Urban Housing Scheme,Road Construction,Vendor_1040,66508003,23005611,15531177,18125636,20320909,1.121,Delayed,28-11-2024,02-02-2025,15-04-2025,165,1.02,Yes
1398,2024,Ministry of Health,PM Awas Yojana,Karnataka,Mysore,VV Mohalla,Smart City Initiative,Road Construction,Vendor_1020,76606962,49793180,19916701,13406567,4271574,0.319,Delayed,06-03-2023,10-07-2023,15-09-2023,222,3.2,No
1399,2025,Ministry of Rural Development,Digital India,Uttar Pradesh,Varanasi,Sigra,Smart City Initiative,School Building,Vendor_1044,147266715,95281383,36746418,29767539,17707833,0.595,Delayed,23-09-2023,08-03-2024,03-04-2024,246,1.68,Yes
1400,2023,Ministry of Infrastructure,Jal Jeevan Mission,Maharashtra,Mumbai,Andheri,Smart City Initiative,Hospital Upgrade,Vendor_1069,369214828,160359690,79627645,46139984,10812115,0.234,Ongoing,24-09-2023,31-12-2023,10-02-2024,62,3.78,Yes
1401,2025,Ministry of Rural Development,PM Awas Yojana,Gujarat,Ahmedabad,Navrangpura,Smart City Initiative,Bridge Development,Vendor_1017,375676532,231753871,184759139,166568853,39633549,0.238,Ongoing,19-12-2023,24-02-2024,30-05-2024,223,2.35,Yes
1402,2023,Ministry of Education,Digital India,Uttar Pradesh,Kanpur,Kalyanpur,Urban Housing Scheme,Hospital Upgrade,Vendor_1038,229030736,151678848,62400194,36437221,39438855,1.082,Completed,14-01-2023,17-03-2023,25-05-2023,69,1.1,No
1403,2024,Ministry of Health,Digital India,Maharashtra,Nashik,Panchavati,Urban Housing Scheme,School Building,Vendor_1033,340924034,213386536,130868338,81827806,55702507,0.681,Ongoing,11-08-2023,26-12-2023,16-04-2024,264,1.49,Yes
1404,2023,Ministry of Education,Digital India,Karnataka,Bangalore,Indiranagar,Smart City Initiative,Road Construction,Vendor_1068,87192163,39094678,21810912,11374909,4827769,0.424,Delayed,24-08-2023,24-01-2024,09-03-2024,205,2.05,No
1405,2023,Ministry of Education,Ayushman Bharat,Gujarat,Surat,Adajan,Smart City Initiative,School Building,Vendor_1042,392369988,251583183,191260561,107930458,119270975,1.105,Completed,23-05-2024,03-11-2024,24-10-2024,264,1.83,Yes
1406,2023,Ministry of Health,Jal Jeevan Mission,Gujarat,Vadodara,Alkapuri,Urban Transport Improvement,School Building,Vendor_1015,179851980,82848423,54429335,57670158,65455302,1.135,Delayed,15-05-2024,08-11-2024,12-10-2024,281,4.98,Yes
1407,2025,Ministry of Rural Development,Jal Jeevan Mission,Maharashtra,Mumbai,Andheri,Smart City Initiative,Water Pipeline,Vendor_1075,318121180,207467740,138255318,96874979,106094459,1.095,Ongoing,12-06-2024,08-12-2024,31-12-2024,13,2.62,Yes
1408,2023,Ministry of Infrastructure,Jal Jeevan Mission,Tamil Nadu,Madurai,Anna Nagar,State Road Development,Bridge Development,Vendor_1006,74449801,50819246,36591388,39750112,42307519,1.064,Ongoing,07-01-2024,04-04-2024,09-04-2024,149,2.74,No
1409,2025,Ministry of Education,PM Awas Yojana,Gujarat,Surat,Adajan,Urban Housing Scheme,Road Construction,Vendor_1028,122509810,75694309,27221155,27650882,28506573,1.031,Completed,29-07-2024,28-12-2024,16-01-2025,217,3.69,No
1410,2023,Ministry of Infrastructure,PM Awas Yojana,Maharashtra,Pune,Shivajinagar,State Road Development,Water Pipeline,Vendor_1037,207138833,142092262,56546792,57577200,66539279,1.156,Delayed,29-06-2024,23-10-2024,03-11-2024,27,1.83,Yes
1411,2024,Ministry of Education,Ayushman Bharat,Gujarat,Surat,Adajan,Urban Transport Improvement,School Building,Vendor_1061,118888134,76441922,23689491,21664920,11791202,0.544,Ongoing,21-11-2023,27-01-2024,24-02-2024,81,3.15,Yes
1412,2024,Ministry of Rural Development,Jal Jeevan Mission,Maharashtra,Mumbai,Borivali,State Road Development,Bridge Development,Vendor_1063,273639546,82572619,29227795,16822906,17304592,1.029,Delayed,07-06-2024,26-11-2024,02-01-2025,63,3.92,No
1413,2025,Ministry of Infrastructure,Ayushman Bharat,Tamil Nadu,Coimbatore,RS Puram,Smart City Initiative,School Building,Vendor_1001,148101827,64928686,38462018,34372494,15085324,0.439,Delayed,03-05-2023,01-10-2023,28-09-2023,55,4.47,Yes
1414,2023,Ministry of Infrastructure,Digital India,Karnataka,Mysore,VV Mohalla,Urban Transport Improvement,Bridge Development,Vendor_1084,242835804,83449554,50508331,34229850,43364329,1.267,Completed,08-10-2023,19-12-2023,17-03-2024,197,1.74,No
1415,2025,Ministry of Infrastructure,PM Awas Yojana,Tamil Nadu,Madurai,Anna Nagar,State Road Development,Water Pipeline,Vendor_1063,177891532,58589101,45023336,52020414,59135789,1.137,Ongoing,15-02-2023,28-07-2023,13-08-2023,203,1.52,No
1416,2024,Ministry of Infrastructure,Digital India,Uttar Pradesh,Varanasi,Sigra,Urban Housing Scheme,Water Pipeline,Vendor_1080,273832882,172940115,133343850,78212061,83257968,1.065,Ongoing,08-11-2023,10-03-2024,25-03-2024,294,4.43,Yes
1417,2025,Ministry of Rural Development,PM Awas Yojana,Uttar Pradesh,Kanpur,Kalyanpur,Urban Transport Improvement,Bridge Development,Vendor_1075,192849823,80728977,24763752,16173049,11684024,0.722,Completed,07-12-2023,05-05-2024,17-08-2024,139,4.75,Yes
1418,2023,Ministry of Rural Development,Jal Jeevan Mission,Maharashtra,Pune,Hinjewadi,Smart City Initiative,Hospital Upgrade,Vendor_1076,262893367,173646166,78947595,84548784,74681304,0.883,Ongoing,11-10-2024,29-03-2025,31-05-2025,224,3.41,No
1419,2023,Ministry of Education,PM Awas Yojana,Karnataka,Hubli,Keshwapur,Smart City Initiative,School Building,Vendor_1000,298703549,101744430,57022286,34515925,11376374,0.33,Ongoing,09-12-2023,28-05-2024,29-06-2024,173,3.52,No
1420,2025,Ministry of Education,Digital India,Tamil Nadu,Coimbatore,RS Puram,Urban Housing Scheme,Hospital Upgrade,Vendor_1072,79828235,55454081,33815809,39717543,47752464,1.202,Delayed,23-03-2023,16-08-2023,15-10-2023,242,3.2,No
1421,2024,Ministry of Infrastructure,Ayushman Bharat,Uttar Pradesh,Lucknow,Gomti Nagar,State Road Development,Bridge Development,Vendor_1095,383062245,205722020,68297396,47363568,60836635,1.284,Ongoing,17-04-2023,09-08-2023,12-11-2023,215,1.09,Yes
1422,2024,Ministry of Education,Digital India,Maharashtra,Mumbai,Bandra,Urban Housing Scheme,Bridge Development,Vendor_1083,130118879,68535789,21526029,9392132,3052555,0.325,Completed,12-08-2024,04-11-2024,17-12-2024,142,2.09,No
1423,2024,Ministry of Infrastructure,Digital India,Maharashtra,Nashik,Panchavati,Urban Housing Scheme,Hospital Upgrade,Vendor_1067,397166563,206229462,112158654,106066927,134282219,1.266,Ongoing,24-08-2023,20-02-2024,05-03-2024,12,3.62,No
1424,2025,Ministry of Infrastructure,PM Gram Sadak Yojana,Karnataka,Hubli,Keshwapur,Urban Transport Improvement,Bridge Development,Vendor_1017,286307249,180930416,90078327,36334309,33719502,0.928,Ongoing,21-05-2023,15-09-2023,19-09-2023,66,2.63,Yes
1425,2023,Ministry of Rural Development,Ayushman Bharat,Karnataka,Mysore,VV Mohalla,Urban Transport Improvement,School Building,Vendor_1088,343954245,161435176,54467812,64686968,55972050,0.865,Delayed,03-11-2024,26-02-2025,04-06-2025,3,2.88,No
1426,2025,Ministry of Rural Development,Ayushman Bharat,Tamil Nadu,Coimbatore,RS Puram,Urban Transport Improvement,Road Construction,Vendor_1090,186774610,89893292,47355985,27086263,20090765,0.742,Ongoing,09-06-2024,19-11-2024,31-12-2024,119,1.07,Yes
