record_id,year,central_ministry,central_scheme,state,district,city,state_scheme,project_type,vendor_name,central_allocated_funds,state_received_funds,district_received_funds,project_budget,spent_amount,fund_utilization_rate,project_status,project_start_date,expected_completion,actual_completion,citizen_complaints,citizen_rating,completion_verified,planned_duration_days,delay_days_raw,delay_days,is_delayed,central_state_gap,state_district_gap,central_state_gap_pct,state_district_gap_pct,fund_leakage,fund_leakage_pct,state_absorption_rate,district_absorption_rate,overspend,underutilized,budget_efficiency,citizen_risk,false_completion,vendor_concentration,risk_score,risk_norm,risk_label,lapse_risk,ae_recon_error,ae_anomaly,iso_anomaly,iso_score,lapse_probability,xgb_anomaly_prob,final_risk_score,final_risk_label
1685,2024,Ministry of Health,Jal Jeevan Mission,Karnataka,Mysore,VV Mohalla,Smart City Initiative,Road Construction,Vendor_1038,184877013,68262464,44551085,49523465,37484093,0.757,Ongoing,2023-10-20,2024-01-30,2024-02-04,265,2.25,Yes,102,5,5,1,116614549,23711379,0.6307682448331204,0.34735603742636656,140325928,0.7590231241998701,0.3692317551668795,0.6526439625736334,0,0,0.7568956049420209,1,0,0.018292682926829267,0.35274390243902437,0.3539285655395653,Medium,0,0.04941041887208623,0,0,0.4716416905488919,0.002223384794478781,8.157189e-05,0.1855950741280052,Low
1686,2024,Ministry of Rural Development,Ayushman Bharat,Maharashtra,Pune,Hinjewadi,Urban Housing Scheme,Bridge Development,Vendor_1025,273175008,145260663,101705929,81015813,56513183,0.698,Ongoing,2024-04-02,2024-06-23,2024-08-23,79,2.48,Yes,82,61,61,1,127914345,43554734,0.4682505399615473,0.29983846349372645,171469079,0.6276894810230956,0.5317494600384527,0.7001615365062736,0,0,0.6975574385706652,0,0,0.003968253968253968,0.33059523809523805,0.32793618005984926,Medium,0,0.017733218772000504,0,0,0.4532050181618954,0.0036462499999999998,5.7184265e-05,0.14897086679659655,Low
1687,2023,Ministry of Health,Ayushman Bharat,Karnataka,Bangalore,Whitefield,State Road Development,Road Construction,Vendor_1015,51901202,19977287,13686177,12564299,4403469,0.35,Completed,2024-01-11,2024-04-24,2024-06-05,199,2.56,No,104,42,42,1,31923915,6291110,0.6150900898210412,0.31491313109733066,38215025,0.7363032748258894,0.38490991017895887,0.6850868689026693,0,1,0.35047470614954324,0,1,0.006134969325153374,0.300920245398773,0.293111332958373,Medium,1,0.0350513537199303,0,0,0.5415617182133682,0.9722925000000001,0.020041255,0.3655467150764479,Medium
1688,2025,Ministry of Infrastructure,Digital India,Gujarat,Surat,Adajan,Smart City Initiative,Water Pipeline,Vendor_1042,370946333,126588797,99576590,82241470,106019180,1.289,Ongoing,2023-03-28,2023-08-14,2023-09-16,236,1.65,No,139,33,33,1,244357536,27012207,0.6587409397574501,0.2133854467390191,271369743,0.7315606567810444,0.34125906024255,0.786614553260981,1,0,1.2891206832757245,1,0,0.01744186046511628,0.6326162790697675,0.6823705241875766,High,0,0.03487374015599631,0,1,0.569126690984688,0.0,0.9603303,0.4732534019686929,Medium
1689,2024,Ministry of Infrastructure,PM Awas Yojana,Tamil Nadu,Coimbatore,RS Puram,Urban Housing Scheme,Water Pipeline,Vendor_1033,65413261,31476682,22115691,13882110,4811697,0.347,Completed,2024-10-18,2025-01-21,2025-01-21,285,1.01,No,95,0,0,0,33936579,9360991,0.5188027394017247,0.29739446489309135,43297570,0.6619081412253702,0.48119726059827533,0.7026055351069087,0,1,0.3466113580716476,1,1,0.011799410029498525,0.38176991150442474,0.3879918031621661,Medium,1,0.08399138760406297,0,1,0.5662304808767379,0.995,0.91689086,0.531468236892045,Medium
1690,2023,Ministry of Health,PM Awas Yojana,Maharashtra,Mumbai,Andheri,Urban Transport Improvement,Hospital Upgrade,Vendor_1084,292189045,143978308,68961679,33165875,42853591,1.292,Ongoing,2024-07-15,2024-12-20,2025-04-15,61,2.67,Yes,158,116,116,1,148210737,75016629,0.5072426209545262,0.5210272994734735,223227366,0.7639826674542162,0.4927573790454738,0.4789727005265265,1,0,1.2920989119087014,0,0,0.008928571428571428,0.6513392857142858,0.7043427568463885,High,0,0.07885414914103853,0,0,0.4893065620159145,0.0,0.00013542688,0.33414140511875867,Medium
1691,2024,Ministry of Health,Jal Jeevan Mission,Tamil Nadu,Madurai,Anna Nagar,Urban Housing Scheme,Water Pipeline,Vendor_1055,69355497,24376066,15636982,17471306,8772585,0.502,Completed,2024-10-22,2025-04-02,2025-05-30,129,2.06,Yes,162,58,58,1,44979431,8739084,0.6485344773753117,0.35851084420266993,53718515,0.7745386785996213,0.3514655226246883,0.64148915579733,0,0,0.5021138660155113,1,0,0.011461318051575931,0.3517191977077364,0.3527260316095228,Medium,0,0.0299570698366153,0,0,0.5027495253221554,0.0,0.00019047924,0.20375775141465524,Low
1692,2024,Ministry of Education,PM Gram Sadak Yojana,Uttar Pradesh,Kanpur,Kalyanpur,State Road Development,School Building,Vendor_1013,197611933,100776659,46686185,22993532,27018995,1.175,Ongoing,2024-05-08,2024-08-02,2024-09-24,296,3.08,No,86,53,53,1,96835274,54090474,0.4900274620561502,0.5367361305359408,150925748,0.7637481487517255,0.5099725379438498,0.4632638694640591,1,0,1.1750693629843383,0,0,0.006309148264984227,0.5009463722397477,0.5278503724853223,Medium,0,0.0709179410875989,0,0,0.46876256686914625,0.0,9.225057e-05,0.25192622564375944,Low
1693,2023,Ministry of Health,Jal Jeevan Mission,Gujarat,Vadodara,Alkapuri,Urban Housing Scheme,Bridge Development,Vendor_1073,265078682,136511058,96657615,47429872,52564710,1.108,Completed,2024-07-19,2024-09-26,2024-09-08,207,3.75,Yes,69,-18,0,0,128567624,39853443,0.48501683737811857,0.29194296479630244,168421067,0.635362548694127,0.5149831626218815,0.7080570352036976,1,0,1.1082616879084135,0,0,0.022857142857142857,0.43342857142857144,0.4486154047153982,Medium,0,0.1560082026933285,0,0,0.486825401179744,0.0,0.000103871935,0.27205452980375844,Low
1694,2025,Ministry of Infrastructure,Ayushman Bharat,Uttar Pradesh,Kanpur,Kalyanpur,Urban Housing Scheme,Hospital Upgrade,Vendor_1080,77276966,24065769,11196751,9556912,2309884,0.242,Ongoing,2023-05-27,2023-11-19,2023-11-18,215,1.8,Yes,176,-1,0,0,53211197,12869018,0.6885777192650135,0.5347436851072576,66080215,0.8551088172897471,0.3114222807349864,0.4652563148927425,0,1,0.2416977366747753,1,0,0.00946372239747634,0.5014195583596214,0.5284056762201437,Medium,1,0.012769364251661223,0,1,0.5637609488669459,0.99,0.4911576,0.507945281273279,Medium
1695,2024,Ministry of Education,Jal Jeevan Mission,Karnataka,Mysore,VV Mohalla,Urban Transport Improvement,Road Construction,Vendor_1075,155530173,54628315,20243610,9527056,7830423,0.822,Delayed,2023-10-10,2024-04-06,2024-07-20,239,4.49,Yes,179,105,105,1,100901858,34384705,0.648760662022796,0.629430085844676,135286563,0.8698412686778146,0.35123933797720397,0.37056991415532403,0,0,0.821914240873571,0,0,0.01524390243902439,0.35228658536585367,0.3533918847958507,Medium,0,0.018616965027792736,0,0,0.4874777519805398,0.001358176061584304,0.00092577736,0.18699288325316368,Low
1696,2024,Ministry of Education,Jal Jeevan Mission,Gujarat,Surat,Adajan,Urban Housing Scheme,Hospital Upgrade,Vendor_1062,395373197,156316128,52403531,21571383,6470427,0.3,Delayed,2024-08-14,2024-11-12,2024-11-05,167,2.05,No,90,-7,0,0,239057069,103912597,0.6046365075172255,0.6647592819085181,342969666,0.8674580588729185,0.39536349248277447,0.33524071809148187,0,1,0.2999542032145088,1,0,0.01744186046511628,0.30261627906976746,0.29510169952309245,Medium,1,0.02204371864166046,0,0,0.546055597691253,1.0,0.00063687214,0.3672882786762548,Medium
1697,2024,Ministry of Education,Jal Jeevan Mission,Maharashtra,Nashik,Panchavati,Urban Transport Improvement,Bridge Development,Vendor_1029,217496407,123350674,89501666,102782055,63976505,0.622,Delayed,2024-11-02,2025-01-30,2025-01-16,191,3.35,No,89,-14,0,0,94145733,33849008,0.43286109549386714,0.2744128337717879,127994741,0.5884912894216225,0.5671389045061328,0.7255871662282121,0,0,0.6224481987638796,0,0,0.0038461538461538464,0.1305769230769231,0.09320630803405124,Low,0,0.06872441673223825,0,0,0.4774634356747147,0.0,6.389686e-05,0.10632869820831525,Low
1698,2025,Ministry of Infrastructure,PM Gram Sadak Yojana,Karnataka,Mysore,VV Mohalla,State Road Development,Hospital Upgrade,Vendor_1011,381620378,183489688,104342502,107084580,49209697,0.46,Delayed,2024-12-01,2025-04-13,2025-05-23,165,4.23,Yes,133,40,40,1,198130690,79147186,0.5191826784470089,0.4313440546043111,277277876,0.7265803714496609,0.48081732155299106,0.568655945395689,0,0,0.45954045857956394,0,0,0.018292682926829267,0.2027439024390244,0.17789728160116353,Low,1,0.03170570456794884,0,0,0.4657994372680504,0.9886462500000001,8.920835e-05,0.2602250396932405,Low
1699,2023,Ministry of Education,Digital India,Karnataka,Hubli,Keshwapur,State Road Development,Road Construction,Vendor_1092,295701662,145104382,106741123,100777230,29714420,0.295,Completed,2024-06-13,2024-11-20,2025-02-26,204,1.11,Yes,160,98,98,1,150597280,38363259,0.5092879051860046,0.2643838764290385,188960539,0.6390242710235426,0.4907120948139953,0.7356161235709615,0,1,0.2948525177760889,1,0,0.014245014245014245,0.6821367521367522,0.7404848738890324,High,1,0.04261621160735152,0,0,0.54212820658017,0.985,0.02677358,0.528081301575482,Medium
1700,2023,Ministry of Education,Jal Jeevan Mission,Tamil Nadu,Chennai,T Nagar,Urban Housing Scheme,Road Construction,Vendor_1072,70654529,21843465,12824524,10227500,11858404,1.159,Completed,2024-01-10,2024-05-12,2024-08-08,15,4.7,No,123,88,88,1,48811064,9018941,0.6908412622777516,0.41288966745889444,57830005,0.8184897106879022,0.3091587377222485,0.5871103325411056,1,0,1.159462625274994,0,1,0.015105740181268883,0.7522658610271904,0.8227843210852979,High,0,0.13711355904926606,0,0,0.5571285506382119,0.0,0.04804121,0.46012773308874283,Medium
1701,2025,Ministry of Education,PM Gram Sadak Yojana,Karnataka,Hubli,Keshwapur,Urban Transport Improvement,Hospital Upgrade,Vendor_1080,236593822,147465189,46599641,21661448,14751885,0.681,Completed,2023-07-14,2023-12-08,2023-12-31,133,3.89,No,147,23,23,1,89128633,100865548,0.37671580875006955,0.6839956513397885,189994181,0.8030394851138589,0.6232841912499304,0.3160043486602116,0,0,0.6810202623573456,0,1,0.014245014245014245,0.3021367521367522,0.2945389545784143,Medium,0,0.04948685680572188,0,0,0.48748275096119564,0.0023653908530651964,0.000187346,0.17828800381056872,Low
1702,2025,Ministry of Rural Development,Jal Jeevan Mission,Maharashtra,Pune,Hinjewadi,Urban Housing Scheme,Hospital Upgrade,Vendor_1000,120207556,79146937,27916788,27996525,19431877,0.694,Ongoing,2024-05-28,2024-09-14,2024-12-01,61,2.88,Yes,109,78,78,1,41060619,51230149,0.34158101509026606,0.6472789844034015,92290768,0.7677617869545572,0.6584189849097339,0.3527210155965985,0,0,0.6940817476454667,0,0,0.007936507936507936,0.35119047619047616,0.35210555475932825,Medium,0,0.013475386412784724,0,0,0.4554324765878694,0.0,4.3527412e-05,0.15713937977074105,Low
1703,2025,Ministry of Rural Development,Jal Jeevan Mission,Maharashtra,Mumbai,Bandra,State Road Development,Hospital Upgrade,Vendor_1010,68395709,25953766,15887325,8369478,5901082,0.705,Ongoing,2024-04-25,2024-07-07,2024-09-25,229,3.73,No,73,80,80,1,42441943,10066441,0.6205351712926903,0.38786051319103365,52508384,0.7677145944930551,0.3794648287073097,0.6121394868089663,0,0,0.7050716902535618,0,0,0.017857142857142856,0.3526785714285714,0.3538518968618918,Medium,0,0.2152540264984959,1,0,0.4743093925166075,0.0009165462200716396,5.4351887e-05,0.2510881967256822,Low
1704,2023,Ministry of Infrastructure,PM Awas Yojana,Maharashtra,Pune,Shivajinagar,Smart City Initiative,Water Pipeline,Vendor_1099,312501829,216430964,121216737,54826725,62378800,1.138,Completed,2024-06-06,2024-08-20,2024-11-26,121,2.58,Yes,75,98,98,1,96070865,95214227,0.3074249687031432,0.43992885879305144,191285092,0.6121087118501313,0.6925750312968568,0.5600711412069486,1,0,1.1377444120545226,0,0,0.007936507936507936,0.6511904761904762,0.704168122636132,High,0,0.12133086711429637,0,0,0.5184469475224998,0.0,0.0033391928,0.37533746952950536,Medium
1705,2025,Ministry of Health,PM Awas Yojana,Karnataka,Bangalore,Indiranagar,Urban Housing Scheme,Hospital Upgrade,Vendor_1047,180618796,109042375,87200268,97215614,41205681,0.424,Ongoing,2024-01-04,2024-06-18,2024-09-26,182,3.95,No,166,100,100,1,71576421,21842107,0.396284454249158,0.20030843055280115,93418528,0.517213767718837,0.603715545750842,0.7996915694471989,0,0,0.4238586715092907,0,0,0.012269938650306749,0.33184049079754596,0.3293975362732828,Medium,1,0.06495875484632678,0,0,0.5183575865930637,0.962056931953027,0.0044289012,0.36693914259703664,Medium
1706,2023,Ministry of Rural Development,PM Gram Sadak Yojana,Karnataka,Bangalore,Indiranagar,Urban Transport Improvement,Bridge Development,Vendor_1091,374276547,260239031,108625318,100349149,85964941,0.857,Completed,2023-05-03,2023-08-16,2023-10-09,76,1.87,No,105,54,54,1,114037516,151613713,0.30468784890227174,0.582594057537818,265651229,0.7097725762656456,0.6953121510977283,0.417405942462182,0,0,0.8566583957777261,0,1,0.02147239263803681,0.30322085889570555,0.29581119927644667,Medium,0,0.110613828481012,0,0,0.5439192002747032,0.0,0.01131106,0.2506851907785018,Low
1707,2025,Ministry of Health,Jal Jeevan Mission,Karnataka,Mysore,VV Mohalla,Urban Housing Scheme,School Building,Vendor_1022,364148285,240773673,135077427,157885624,92072217,0.583,Completed,2024-02-04,2024-07-04,2024-08-26,159,3.32,Yes,151,53,53,1,123374612,105696246,0.3388032213305632,0.43898589361138335,229070858,0.6290592800677339,0.6611967786694368,0.5610141063886167,0,0,0.5831576977521399,0,0,0.018292682926829267,0.2027439024390244,0.17789728160116353,Low,0,0.015853802864552114,0,0,0.5281397882131005,0.0,0.015328233,0.16019175318155632,Low
1708,2023,Ministry of Education,PM Gram Sadak Yojana,Gujarat,Surat,Adajan,Urban Transport Improvement,Hospital Upgrade,Vendor_1050,278900382,117193156,38058336,18779446,6067110,0.323,Delayed,2023-06-19,2023-09-10,2023-08-28,50,4.7,No,83,-13,0,0,161707226,79134820,0.5798028128910917,0.6752512066489617,240842046,0.8635414705168816,0.4201971871089083,0.32474879335103835,0,1,0.32307183076646667,0,0,0.0029069767441860465,0.1504360465116279,0.11651182134139985,Low,1,0.08942068870587469,0,0,0.5362373428501778,0.9986462500000001,0.00026003242,0.3220059040536896,Medium
1709,2023,Ministry of Education,Jal Jeevan Mission,Maharashtra,Nagpur,Dharampeth,Urban Transport Improvement,Bridge Development,Vendor_1051,122520381,78872145,33297118,38931224,16351778,0.42,Ongoing,2023-11-27,2024-05-09,2024-09-06,286,2.52,No,164,120,120,1,43648236,45575027,0.3562528588610902,0.5778342531447572,89223263,0.7282320073751648,0.6437471411389097,0.4221657468552428,0,0,0.4200170536636608,0,0,0.017467248908296942,0.35262008733624456,0.3537832633294767,Medium,1,0.13114920553203918,0,0,0.4873820400196825,0.9944246157502781,0.00026218008,0.3790021631893121,Medium
1710,2024,Ministry of Infrastructure,Jal Jeevan Mission,Tamil Nadu,Chennai,T Nagar,Urban Housing Scheme,Bridge Development,Vendor_1002,263642975,156276677,64293616,34235119,34076453,0.995,Completed,2024-05-20,2024-09-23,2024-11-27,50,2.03,No,126,65,65,1,107366298,91983061,0.40724126254454535,0.588591098593682,199349359,0.7561337790244553,0.5927587374554547,0.411408901406318,0,0,0.9953654024103143,0,1,0.015105740181268883,0.45226586102719035,0.4707217532084941,Medium,0,0.09156049934462748,0,0,0.4832308648978125,0.0,0.000108528795,0.2520869522578322,Low
1711,2024,Ministry of Education,Ayushman Bharat,Gujarat,Vadodara,Alkapuri,Urban Housing Scheme,Bridge Development,Vendor_1098,325993646,213987729,167913062,129520241,148310616,1.145,Completed,2023-08-21,2023-10-24,2023-11-24,148,4.23,No,64,31,31,1,112005917,46074667,0.34358312922454937,0.21531452861953593,158080584,0.48491921833347634,0.6564168707754506,0.7846854713804641,1,0,1.1450767451861057,0,1,0.022857142857142857,0.5034285714285714,0.5307633372199857,Medium,0,0.1149177177225772,0,1,0.6151830130653216,0.0,0.9958841,0.493386602824624,Medium
1712,2025,Ministry of Health,PM Gram Sadak Yojana,Gujarat,Surat,Adajan,Urban Housing Scheme,Road Construction,Vendor_1043,193274533,62752940,27020930,25791151,6213114,0.241,Completed,2023-05-03,2023-10-28,2023-11-10,81,3.75,No,178,13,13,1,130521593,35732010,0.6753170786344624,0.5694077440833848,166253603,0.8601940484316162,0.3246829213655376,0.4305922559166152,0,1,0.24090099740023235,0,1,0.00872093023255814,0.5013081395348838,0.5282749215616539,Medium,1,0.18584409111756095,1,0,0.5465520086900515,1.0,0.023268608,0.5142597615955731,Medium
1713,2024,Ministry of Rural Development,Jal Jeevan Mission,Maharashtra,Nagpur,Sitabuldi,State Road Development,Hospital Upgrade,Vendor_1021,88776725,28450753,18858004,17900452,3679569,0.206,Ongoing,2024-06-24,2024-09-12,2024-09-01,129,2.0,No,80,-11,0,0,60325972,9592749,0.6795246389185904,0.33717030266299103,69918721,0.7875794134104406,0.32047536108140956,0.6628296973370089,0,1,0.20555732335697444,1,0,0.004366812227074236,0.5006550218340611,0.527508460578729,Medium,1,0.03474142755816926,0,0,0.5616066805368597,0.9994493593654667,0.0422833,0.47074393279745835,Medium
1714,2025,Ministry of Health,Ayushman Bharat,Karnataka,Hubli,Keshwapur,Urban Housing Scheme,Hospital Upgrade,Vendor_1063,213625096,138008444,90731509,108142276,99644691,0.921,Ongoing,2024-08-03,2025-01-23,2025-03-31,35,2.29,No,173,67,67,1,75616652,47276935,0.3539689550332607,0.3425655244689231,122893587,0.5752769187754981,0.6460310449667394,0.6574344755310769,0,0,0.9214221735077963,0,0,0.014245014245014245,0.3521367521367521,0.35321604922454813,Medium,0,0.35392902277394117,1,0,0.5028533407086299,0.0,0.00037622824,0.3280016281219264,Medium
1715,2025,Ministry of Health,Ayushman Bharat,Uttar Pradesh,Kanpur,Kalyanpur,State Road Development,Bridge Development,Vendor_1067,328044956,200837775,138634801,108132590,94633003,0.875,Completed,2023-08-04,2024-01-09,2024-04-29,259,2.91,No,158,111,111,1,127207181,62202974,0.387773622710419,0.3097175020983976,189410155,0.5773908470032991,0.612226377289581,0.6902824979016025,0,0,0.8751570918628695,0,1,0.006309148264984227,0.45094637223974765,0.46917327783918833,Medium,0,0.2192794456380096,1,0,0.5564246766884222,0.0,0.32388437,0.3947922353474372,Medium
1716,2023,Ministry of Health,PM Gram Sadak Yojana,Karnataka,Bangalore,Indiranagar,Urban Housing Scheme,Bridge Development,Vendor_1074,217189066,123167070,76775323,72527854,70043158,0.966,Completed,2023-09-09,2024-01-22,2024-03-02,224,3.47,No,135,40,40,1,94021996,46391747,0.43290391054953015,0.37665706426238765,140413743,0.6465046587566246,0.5670960894504699,0.6233429357376123,0,0,0.9657414929166386,0,1,0.009202453987730062,0.30138036809815955,0.29365130622198776,Medium,0,0.13882838191354588,0,0,0.48347220476712477,0.00041702645980705493,0.00064519036,0.20851970497939176,Low
1717,2023,Ministry of Infrastructure,Digital India,Tamil Nadu,Chennai,T Nagar,Urban Transport Improvement,Bridge Development,Vendor_1032,243237327,87762644,29475861,28788150,10962381,0.381,Completed,2024-07-11,2024-12-10,2025-03-22,102,1.22,Yes,152,102,102,1,155474683,58286783,0.6391892433516176,0.6641411464312766,213761466,0.8788185129168107,0.36081075664838236,0.33585885356872336,0,1,0.38079491040584407,1,0,0.006042296072507553,0.5009063444108761,0.5278033981512588,Medium,1,0.06926245758745446,0,0,0.5448613160163791,1.0,0.00054605864,0.465781133475207,Medium
1718,2023,Ministry of Education,Jal Jeevan Mission,Tamil Nadu,Chennai,T Nagar,State Road Development,Hospital Upgrade,Vendor_1024,181068089,75883600,50173399,42485538,40969253,0.964,Delayed,2023-04-01,2023-06-24,2023-09-06,153,1.49,Yes,84,74,74,1,105184489,25710201,0.5809112449405704,0.338811034268274,130894690,0.7229031394924591,0.4190887550594296,0.6611889657317259,0,0,0.9643105613962097,1,0,0.015105740181268883,0.5022658610271904,0.5293988478546281,Medium,0,0.0364956286935156,0,0,0.4718277910143369,0.00041702645980705493,8.829534e-05,0.2419552635135395,Low
1719,2023,Ministry of Education,Jal Jeevan Mission,Uttar Pradesh,Lucknow,Gomti Nagar,Urban Housing Scheme,School Building,Vendor_1046,291581904,129146370,44665376,52063024,67670401,1.3,Ongoing,2024-01-06,2024-04-16,2024-05-28,65,1.84,Yes,101,42,42,1,162435534,84480994,0.5570837276650749,0.6541491952116038,246916528,0.8468170507590896,0.44291627233492514,0.3458508047883963,1,0,1.2997785338016479,0,0,0.01607717041800643,0.502411575562701,0.5295698499664575,Medium,0,0.09970900132135191,0,0,0.4929300074746035,0.0,0.0001280442,0.28401936797773536,Low
